yī_gè nán_rén	yī-gè nán-rén	y_C4_AB_g_C3_A8_n_C3_A1n_r_C3_A9n
{[hǎo] de wèn_tí}	hǎo de wèn-tí	h_C7_8Eo_de_w_C3_A8n_t_C3_AD
{[xǔ_duō ] wèn_tí}	xǔ-duō wèn-tí	x_C7_94_du_C5_8D_w_C3_A8n_t_C3_AD
[yī_gè jiù chē]	yī-gè jiù chē	y_C4_AB_g_C3_A8_ji_C3_B9_ch_C4_93
[yī_gè hǎo chē]	yī-gè hǎo chē	y_C4_AB_g_C3_A8_h_C7_8Eo_ch_C4_93
{ yī_gè [xīn](chē)}	yī-gè xīn	y_C4_AB_g_C3_A8_x_C4_ABn_ch_C4_93
{zhè_gé rén}	zhè-gé rén	zh_C3_A8_g_C3_A9_r_C3_A9n
{wǒ de [diàn_huà (hào_mǎ)}	wǒ de diàn-huà	w_C7_92_de_di_C3_A0n_hu_C3_A0_h_C3_A0o_m_C7_8E
{wǒ [xīn] de (dì_zhǐ)}	wǒ xīn de	w_C7_92_x_C4_ABn_de_d_C3_AC_zh_C7_90
{wǒ de [hù_zhào]}	wǒ de hù-zhào	w_C7_92_de_h_C3_B9_zh_C3_A0o
{(xìn)} lái_le	lái-le	x_C3_ACn_l_C3_A1i_le
{(rén)} lái_le	lái-le	r_C3_A9n_l_C3_A1i_le
{(kè_ren)} lái_le	lái-le	k_C3_A8_ren_l_C3_A1i_le
tā yào { yī_gè (piào)}	tā yào yī-gè	t_C4_81_y_C3_A0o_y_C4_AB_g_C3_A8_pi_C3_A0o
wǒ chī {jī}	wǒ chī jī	w_C7_92_ch_C4_AB_j_C4_AB
wǒ chī {nǎi_lào}	wǒ chī nǎi-lào	w_C7_92_ch_C4_AB_n_C7_8Ei_l_C3_A0o
wǒ kàn_dào {gōng_gòng_qì_chē } le	wǒ kàn-dào gōng-gòng-qì-chē le	w_C7_92_k_C3_A0n_d_C3_A0o_g_C5_8Dng_g_C3_B2ng_q_C3_AC_ch_C4_93_le
wǒ kàn_dào {huǒ_chē } le	wǒ kàn-dào huǒ-chē le	w_C7_92_k_C3_A0n_d_C3_A0o_hu_C7_92_ch_C4_93_le
wǒ kàn_dào {fēi_jī } le	wǒ kàn-dào fēi-jī le	w_C7_92_k_C3_A0n_d_C3_A0o_f_C4_93i_j_C4_AB_le
Wǒ yǒu {yī_gè [xiǎo ](wèn_tí)}	wǒ yǒu yī-gè xiǎo	w_C7_92_y_C7_92u_y_C4_AB_g_C3_A8_xi_C7_8Eo_w_C3_A8n_t_C3_AD
wǒ_men yǒu {yī_gè [dà ](wèn_tí)}	wǒ-men yǒu yī-gè dà	w_C7_92_men_y_C7_92u_y_C4_AB_g_C3_A8_d_C3_A0_w_C3_A8n_t_C3_AD
tā yǒu {[lìng_wài_] yī_gè wèn_tí}	tā yǒu lìng-wài- yī-gè wèn-tí	t_C4_81_y_C7_92u_l_C3_ACng_w_C3_A0i__y_C4_AB_g_C3_A8_w_C3_A8n_t_C3_AD
wǒ_men yǒu {yī_gè [dà ](fang_zi)}	wǒ-men yǒu yī-gè dà	w_C7_92_men_y_C7_92u_y_C4_AB_g_C3_A8_d_C3_A0_fang_zi
tā yǒu {yī_gè [xīn ](fang_zi)}	tā yǒu yī-gè xīn	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_x_C4_ABn_fang_zi
tā_men yǒu {yī_gè [jiù ] fang_zi}	tā-men yǒu yī-gè jiù fang-zi	t_C4_81_men_y_C7_92u_y_C4_AB_g_C3_A8_ji_C3_B9_fang_zi
nǐ yǒu {[qí_tā ](wèn_tí)}	nǐ yǒu qí-tā	n_C7_90_y_C7_92u_q_C3_AD_t_C4_81_w_C3_A8n_t_C3_AD
tā_men yǒu {[hǎo ] de wèn_tí}	tā-men yǒu hǎo de wèn-tí	t_C4_81_men_y_C7_92u_h_C7_8Eo_de_w_C3_A8n_t_C3_AD
wǒ_men yǒu {[xǔ_duō] wèn_tí}	wǒ-men yǒu xǔ-duō wèn-tí	w_C7_92_men_y_C7_92u_x_C7_94_du_C5_8D_w_C3_A8n_t_C3_AD
{zhè_ge (nǚ_rén )} yǒu yī_gè xīn [chú_fáng]	zhè-ge yǒu yī-gè xīn chú-fáng	zh_C3_A8_ge_n_C7_9A_r_C3_A9n_y_C7_92u_y_C4_AB_g_C3_A8_x_C4_ABn_ch_C3_BA_f_C3_A1ng
{zhè_ge (nán_rén )} yǒu [yī_gè jiù chē]	zhè-ge yǒu yī-gè jiù chē	zh_C3_A8_ge_n_C3_A1n_r_C3_A9n_y_C7_92u_y_C4_AB_g_C3_A8_ji_C3_B9_ch_C4_93
{zhè_ge (rén )} yǒu [yī_gè hǎo chē]	zhè-ge yǒu yī-gè hǎo chē	zh_C3_A8_ge_r_C3_A9n_y_C7_92u_y_C4_AB_g_C3_A8_h_C7_8Eo_ch_C4_93
tā méi_yǒu {yī_gè [xīn ](chē)}	tā méi-yǒu yī-gè xīn	t_C4_81_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_x_C4_ABn_ch_C4_93
tā_men méi_yǒu {[qí_tā ] de (wèn_tí)}	tā-men méi-yǒu qí-tā de	t_C4_81_men_m_C3_A9i_y_C7_92u_q_C3_AD_t_C4_81_de_w_C3_A8n_t_C3_AD
wǒ_men méi_yǒu {[rèn_hé] wèn_tí}	wǒ-men méi-yǒu rèn-hé wèn-tí	w_C7_92_men_m_C3_A9i_y_C7_92u_r_C3_A8n_h_C3_A9_w_C3_A8n_t_C3_AD
{zhè_ge nǚ_​​rén } méi_yǒu [yī_gè hǎo chē]	zhè-ge nǚ- rén méi-yǒu yī-gè hǎo chē	zh_C3_A8_ge_n_C7_9A__r_C3_A9n_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_h_C7_8Eo_ch_C4_93
{zhè_ge nán_rén} méi_yǒu [yī_gè jiù chē]	zhè-ge nán-rén méi-yǒu yī-gè jiù chē	zh_C3_A8_ge_n_C3_A1n_r_C3_A9n_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_ji_C3_B9_ch_C4_93
{zhè_ge rén } méi_yǒu [yī_gè xīn chē]	zhè-ge rén méi-yǒu yī-gè xīn chē	zh_C3_A8_ge_r_C3_A9n_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_x_C4_ABn_ch_C4_93
wǒ shì {[xīn_lái_] de (lǎo_shī)}	wǒ shì xīn-lái- de	w_C7_92_sh_C3_AC_x_C4_ABn_l_C3_A1i__de_l_C7_8Eo_sh_C4_AB
wǒ shì {[xīn_lái_] de (jīng_lǐ)}	wǒ shì xīn-lái- de	w_C7_92_sh_C3_AC_x_C4_ABn_l_C3_A1i__de_j_C4_ABng_l_C7_90
wǒ shì {xīn_lái_de (fān_yì)}	wǒ shì xīn-lái-de	w_C7_92_sh_C3_AC_x_C4_ABn_l_C3_A1i_de_f_C4_81n_y_C3_AC
tā [xiàn_zài] zài (xué_xiào)	tā xiàn-zài zài	t_C4_81_xi_C3_A0n_z_C3_A0i_z_C3_A0i_xu_C3_A9_xi_C3_A0o
tā xiàn_zài zài (jī_chǎng)	tā xiàn-zài zài	t_C4_81_xi_C3_A0n_z_C3_A0i_z_C3_A0i_j_C4_AB_ch_C7_8Eng
tā_men xiàn_zài zài (yī_yuàn)	tā-men xiàn-zài zài	t_C4_81_men_xi_C3_A0n_z_C3_A0i_z_C3_A0i_y_C4_AB_yu_C3_A0n
nǐ {hěn [hé_ǎi]} (m) % nǐ_men {hěn [hé_ǎi]} (p)	nǐ hěn hé-ǎi%nǐ-men hěn hé-ǎi	n_C7_90_h_C4_9Bn_h_C3_A9__C7_8Ei_m_25n_C7_90_men_h_C4_9Bn_h_C3_A9__C7_8Ei_p
tā {hěn [piào_liang]}	tā hěn piào-liang	t_C4_81_h_C4_9Bn_pi_C3_A0o_liang
wǒ_men {(fēi_cháng)[kuài_lè]}	wǒ-men kuài-lè	w_C7_92_men_f_C4_93i_ch_C3_A1ng_ku_C3_A0i_l_C3_A8
{wǒ_men de (lín_jū )} fēi_cháng [chǎo_nào]	wǒ-men de fēi-cháng chǎo-nào	w_C7_92_men_de_l_C3_ADn_j_C5_AB_f_C4_93i_ch_C3_A1ng_ch_C7_8Eo_n_C3_A0o
{wǒ de (péng_yǒu)} hěn [cōng_míng]	wǒ de hěn cōng-míng	w_C7_92_de_p_C3_A9ng_y_C7_92u_h_C4_9Bn_c_C5_8Dng_m_C3_ADng
{wǒ_men de (tóng_shì )} hěn [ān_jìng]	wǒ-men de hěn ān-jìng	w_C7_92_men_de_t_C3_B3ng_sh_C3_AC_h_C4_9Bn__C4_81n_j_C3_ACng
{dà_bù_fèn de (rén )} hěn [hé_ǎi]	dà-bù-fèn de hěn hé-ǎi	d_C3_A0_b_C3_B9_f_C3_A8n_de_r_C3_A9n_h_C4_9Bn_h_C3_A9__C7_8Ei
{dà_bù_fèn de (xiǎo_hái )} hěn [cōng_míng]	dà-bù-fèn de hěn cōng-míng	d_C3_A0_b_C3_B9_f_C3_A8n_de_xi_C7_8Eo_h_C3_A1i_h_C4_9Bn_c_C5_8Dng_m_C3_ADng
{dà_bù_fèn de (shū)} shì xīn de	dà-bù-fèn de shì xīn de	d_C3_A0_b_C3_B9_f_C3_A8n_de_sh_C5_AB_sh_C3_AC_x_C4_ABn_de
wǒ cóng {[lìng_wài] yī_gè (guó_jiā)} lái	wǒ cóng lìng-wài yī-gè lái	w_C7_92_c_C3_B3ng_l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_gu_C3_B3_ji_C4_81_l_C3_A1i
tā cóng {lìng_wài yī_gè (dì_fāng)} lái	tā cóng lìng-wài yī-gè lái	t_C4_81_c_C3_B3ng_l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_d_C3_AC_f_C4_81ng_l_C3_A1i
tā_men cóng {lìng_wài yī_gè (chén_shì)} lái	tā-men cóng lìng-wài yī-gè lái	t_C4_81_men_c_C3_B3ng_l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_ch_C3_A9n_sh_C3_AC_l_C3_A1i
{zhè_ge (shū)} bù [hǎo]	zhè-ge bù hǎo	zh_C3_A8_ge_sh_C5_AB_b_C3_B9_h_C7_8Eo
{zhè_ge (shí_wù )} bù [gān_jìng]	zhè-ge bù gān-jìng	zh_C3_A8_ge_sh_C3_AD_w_C3_B9_b_C3_B9_g_C4_81n_j_C3_ACng
{zhè_ge (gong_gòng_qì_chē)} bù_cuò	zhè-ge bù-cuò	zh_C3_A8_ge_gong_g_C3_B2ng_q_C3_AC_ch_C4_93_b_C3_B9_cu_C3_B2
{fēi_cháng gǎn_xiè nǐ } de [bang_máng]! (bú kè_qì)	fēi-cháng gǎn-xiè nǐ de bang-máng	f_C4_93i_ch_C3_A1ng_g_C7_8En_xi_C3_A8_n_C7_90_de_bang_m_C3_A1ng_b_C3_BA_k_C3_A8_q_C3_AC
xiè_xiè nín qíng wǒ chī {[hǎo ] chī de (shí_wù)}! bú kè_qì	xiè-xiè nín qíng wǒ chī hǎo chī de bú kè-qì	xi_C3_A8_xi_C3_A8_n_C3_ADn_q_C3_ADng_w_C7_92_ch_C4_AB_h_C7_8Eo_ch_C4_AB_de_sh_C3_AD_w_C3_B9_b_C3_BA_k_C3_A8_q_C3_AC
[xiè_xiè nǐ] xiǎng de {zhè (zhù_yì)}! bú kè_qì	xiè-xiè nǐ xiǎng de zhè bú kè-qì	xi_C3_A8_xi_C3_A8_n_C7_90_xi_C7_8Eng_de_zh_C3_A8_zh_C3_B9_y_C3_AC_b_C3_BA_k_C3_A8_q_C3_AC
{[duì_bù_qǐ] dǎ_rǎo nǐ}. (Méi_guān_xì)	duì-bù-qǐ dǎ-rǎo nǐ	du_C3_AC_b_C3_B9_q_C7_90_d_C7_8E_r_C7_8Eo_n_C7_90_m_C3_A9i_gu_C4_81n_x_C3_AC
{duì_bù_qǐ (zhè_yàng zuò)}. Méi_guān_xì	duì-bù-qǐ méi-guān-xì	du_C3_AC_b_C3_B9_q_C7_90_zh_C3_A8_y_C3_A0ng_zu_C3_B2_m_C3_A9i_gu_C4_81n_x_C3_AC
duì_bù_qǐ wèn zhè (wèn_tí ). Méi_guān_xì	duì-bù-qǐ wèn zhè méi-guān-xì	du_C3_AC_b_C3_B9_q_C7_90_w_C3_A8n_zh_C3_A8_w_C3_A8n_t_C3_AD_m_C3_A9i_gu_C4_81n_x_C3_AC
{nǐ hái hǎo ma}? [Wǒ hái hǎo ], (xiè_xiè)	nǐ hái hǎo ma wǒ hái hǎo	n_C7_90_h_C3_A1i_h_C7_8Eo_ma_w_C7_92_h_C3_A1i_h_C7_8Eo_xi_C3_A8_xi_C3_A8
nǐ (xiàn_zài ) hǎo ma ? {[Hǎo duō ] le }, xiè_xiè	nǐ hǎo ma hǎo duō le xiè-xiè	n_C7_90_xi_C3_A0n_z_C3_A0i_h_C7_8Eo_ma_h_C7_8Eo_du_C5_8D_le_xi_C3_A8_xi_C3_A8
{nǐ hǎo }! [(Wǒ de míng_zì ) shì Adam]	nǐ hǎo shì adam	n_C7_90_h_C7_8Eo_w_C7_92_de_m_C3_ADng_z_C3_AC_sh_C3_AC_adam
nǐ hǎo ! {Nǐ jiào shén_me [míng_zì]}?	nǐ hǎo nǐ jiào shén-me míng-zì	n_C7_90_h_C7_8Eo_n_C7_90_ji_C3_A0o_sh_C3_A9n_me_m_C3_ADng_z_C3_AC
Nǐ hǎo ! {Nǐ cóng nǎ_li lái}?	nǐ hǎo nǐ cóng nǎ-li lái	n_C7_90_h_C7_8Eo_n_C7_90_c_C3_B3ng_n_C7_8E_li_l_C3_A1i
[Duì_bù_qǐ],{nǐ kě_yǐ bāng wǒ ma}?	duì-bù-qǐ nǐ kě-yǐ bāng wǒ ma	du_C3_AC_b_C3_B9_q_C7_90_n_C7_90_k_C4_9B_y_C7_90_b_C4_81ng_w_C7_92_ma
Duì_bù_qǐ,{nǐ kě bù kě_yǐ ràng wǒ kàn yī_xià (zhè dōng_xī)}?	duì-bù-qǐ nǐ kě bù kě-yǐ ràng wǒ kàn yī-xià	du_C3_AC_b_C3_B9_q_C7_90_n_C7_90_k_C4_9B_b_C3_B9_k_C4_9B_y_C7_90_r_C3_A0ng_w_C7_92_k_C3_A0n_y_C4_AB_xi_C3_A0_zh_C3_A8_d_C5_8Dng_x_C4_AB
Duì_bù_qǐ, nǐ {kě_yǐ (màn_man ) shuō ma}?	duì-bù-qǐ nǐ kě-yǐ shuō ma	du_C3_AC_b_C3_B9_q_C7_90_n_C7_90_k_C4_9B_y_C7_90_m_C3_A0n_man_shu_C5_8D_ma
Qíng {gěi wǒ (yī_diǎn [shí_wù])}	qíng gěi wǒ	q_C3_ADng_g_C4_9Bi_w_C7_92_y_C4_AB_di_C7_8En_sh_C3_AD_w_C3_B9
[qíng ] gěi wǒ {yī_diǎn [shuǐ]}	qíng gěi wǒ yī-diǎn shuǐ	q_C3_ADng_g_C4_9Bi_w_C7_92_y_C4_AB_di_C7_8En_shu_C7_90
qíng gěi wǒ [yī_gè (dì_fāng ) shuì_jiào]	qíng gěi wǒ yī-gè shuì-jiào	q_C3_ADng_g_C4_9Bi_w_C7_92_y_C4_AB_g_C3_A8_d_C3_AC_f_C4_81ng_shu_C3_AC_ji_C3_A0o
zhè shì {wǒ de [diàn_huà](hào_mǎ)}	zhè shì wǒ de diàn-huà	zh_C3_A8_sh_C3_AC_w_C7_92_de_di_C3_A0n_hu_C3_A0_h_C3_A0o_m_C7_8E
zhè shì {wǒ [xīn] de (dì_zhǐ)}	zhè shì wǒ xīn de	zh_C3_A8_sh_C3_AC_w_C7_92_x_C4_ABn_de_d_C3_AC_zh_C7_90
zhè shì {wǒ de [hú_zào]}	zhè shì wǒ de hú-zào	zh_C3_A8_sh_C3_AC_w_C7_92_de_h_C3_BA_z_C3_A0o
{[cè_suǒ]} zài nǎ_li?	cè-suǒ zài nǎ-li	c_C3_A8_su_C7_92_z_C3_A0i_n_C7_8E_li
{[Nǐ ] jiā } zài nǎ_li?	nǐ jiā zài nǎ-li	n_C7_90_ji_C4_81_z_C3_A0i_n_C7_8E_li
{Wǒ de [fang_jiān ]} zài nǎ_li?	wǒ de fang-jiān zài nǎ-li	w_C7_92_de_fang_ji_C4_81n_z_C3_A0i_n_C7_8E_li
Wǒ kě bù kě_yǐ {dǎ yī_gè [diàn_huà]}?	wǒ kě bù kě-yǐ dǎ yī-gè diàn-huà	w_C7_92_k_C4_9B_b_C3_B9_k_C4_9B_y_C7_90_d_C7_8E_y_C4_AB_g_C3_A8_di_C3_A0n_hu_C3_A0
Nǐ kě bù kě_yǐ bang_zhù wǒ?	nǐ kě bù kě-yǐ bang-zhù wǒ	n_C7_90_k_C4_9B_b_C3_B9_k_C4_9B_y_C7_90_bang_zh_C3_B9_w_C7_92
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	
